Jugadores;Posicion;Edad;Altura;Pie;Fichado;Equipo Anterior;Valor de mercado;Temporada;Club
Sebastián Moyano;Portero;27;1,88;derecho;01/01/2012;Club Deportivo Godoy Cruz Inferiores;200000;2017;Godoy Cruz Antonio Tomba
Leonardo Burián;Portero;24;1,88;derecho;01/08/2017;Chiapas FC - 2017;100000;2017;Godoy Cruz Antonio Tomba
Juan Bolado;Portero;26;1,82;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;-;2017;Godoy Cruz Antonio Tomba
Diego Viera;Defensa central;31;1,85;derecho;05/01/2015;Club Cerro Porteño;900000;2017;Godoy Cruz Antonio Tomba
Leonel Galeano;Defensa central;33;1,83;derecho;06/01/2015;Libre;500000;2017;Godoy Cruz Antonio Tomba
Danilo Ortíz;Defensa central;22;1,88;derecho;16/02/2017;Club Cerro Porteño;450000;2017;Godoy Cruz Antonio Tomba
Pablo Alvarado;Defensa central;19;1,82;derecho;11/07/2016;CA San Lorenzo de Almagro;300000;2017;Godoy Cruz Antonio Tomba
Cristian Báez;Defensa central;20;1,8;derecho;13/08/2017;Dorados de Sinaloa;300000;2017;Godoy Cruz Antonio Tomba
Sebastián Olivarez;Defensa central;32;1,8;derecho;01/07/2014;Club Deportivo Godoy Cruz Inferiores;300000;2017;Godoy Cruz Antonio Tomba
Tomás Cardona;Defensa central;21;1,85;izquierdo;17/01/2018;CA San Lorenzo de Almagro Inferiores;250000;2017;Godoy Cruz Antonio Tomba
Esteban Burgos;Defensa central;20;1,91;derecho;01/07/2014;Libre;200000;2017;Godoy Cruz Antonio Tomba
Juan Alvacete;Defensa central;24;1,84;izquierdo;01/07/2014;Club Atlético Tigre;175000;2017;Godoy Cruz Antonio Tomba
Gastón Suso;Defensa central;28;1,9;izquierdo;01/07/2016;Club Atlético Mitre;50000;2017;Godoy Cruz Antonio Tomba
Brayan Ayetz;Defensa central;26;1,84;derecho;-;;-;2017;Godoy Cruz Antonio Tomba
Marcelo Benítez;Lateral izquierdo;19;1,78;izquierdo;11/07/2016;CSD Defensa y Justicia;800000;2017;Godoy Cruz Antonio Tomba
Fabrizio Angileri;Lateral izquierdo;26;1,85;izquierdo;01/07/2015;Club Deportivo Godoy Cruz Inferiores;600000;2017;Godoy Cruz Antonio Tomba
Facundo Cobos;Lateral izquierdo;23;1,78;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;150000;2017;Godoy Cruz Antonio Tomba
Luciano Lapetina;Lateral izquierdo;21;1,74;izquierdo;-;;-;2017;Godoy Cruz Antonio Tomba
Luciano Abecasis;Lateral derecho;28;1,75;derecho;19/11/2015;Libre;500000;2017;Godoy Cruz Antonio Tomba
Ezequiel Bonacorso;Lateral derecho;34;1,74;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;200000;2017;Godoy Cruz Antonio Tomba
Gastón Giménez;Pivote;28;1,88;izquierdo;03/02/2015;Club Atlético Tucumán;350000;2017;Godoy Cruz Antonio Tomba
Walter Serrano;Pivote;21;1,77;derecho;05/01/2017;Atlético de Rafaela;300000;2017;Godoy Cruz Antonio Tomba
Maximiliano Correa;Pivote;22;1,69;derecho;16/07/2016;Instituto AC Córdoba;300000;2017;Godoy Cruz Antonio Tomba
Luis De Faría;Pivote;28;1,69;derecho;-;;150000;2017;Godoy Cruz Antonio Tomba
Juan Andrada;Pivote;36;1,83;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;150000;2017;Godoy Cruz Antonio Tomba
Fabián Henríquez;Pivote;32;1,85;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;100000;2017;Godoy Cruz Antonio Tomba
Luciano Pizarro;Pivote;25;1,84;derecho;12/01/2020;Club Deportivo Godoy Cruz Inferiores;-;2017;Godoy Cruz Antonio Tomba
Pol Fernández;Mediocentro;35;1,76;derecho;01/07/2016;CA Boca Juniors;1200000;2017;Godoy Cruz Antonio Tomba
Diego Poyet;Mediocentro;30;1,8;derecho;07/02/2017;Libre;750000;2017;Godoy Cruz Antonio Tomba
Agustín Verdugo;Mediocentro;20;1,69;derecho;01/07/2017;Club Deportivo Godoy Cruz Inferiores;-;2017;Godoy Cruz Antonio Tomba
Daniel González;Interior izquierdo;26;1,82;izquierdo;01/07/2014;Club Deportivo Godoy Cruz Inferiores;450000;2017;Godoy Cruz Antonio Tomba
Facundo Silva;Interior izquierdo;19;1,74;derecho;01/01/2016;CSD Defensa y Justicia;400000;2017;Godoy Cruz Antonio Tomba
Nicolás Sánchez;Mediocentro ofensivo;23;1,8;ambidiestro;11/07/2016;Club Atlético Sarmiento Junin ;650000;2017;Godoy Cruz Antonio Tomba
Gabriel Carabajal;Mediocentro ofensivo;24;1,78;derecho;05/08/2016;Libre;450000;2017;Godoy Cruz Antonio Tomba
Felipe Rodríguez;Extremo izquierdo;29;1,8;izquierdo;16/07/2017;CA Boston River;800000;2017;Godoy Cruz Antonio Tomba
Victorio Ramis;Extremo izquierdo;24;1,81;derecho;02/08/2017;Libre;600000;2017;Godoy Cruz Antonio Tomba
Juan Garro;Extremo derecho;39;1,79;derecho;01/07/2011;Club Deportivo Godoy Cruz Inferiores;900000;2017;Godoy Cruz Antonio Tomba
Ángel González;Extremo derecho;23;1,69;derecho;01/07/2015;Club Deportivo Godoy Cruz Inferiores;700000;2017;Godoy Cruz Antonio Tomba
Santiago García;Delantero centro;23;1,81;derecho;08/01/2016;CA River Plate Montevideo;3500000;2017;Godoy Cruz Antonio Tomba
Jaime Ayoví;Delantero centro;20;1,86;ambidiestro;24/01/2020;FC Shabab Al-Ahli Dubai;2800000;2017;Godoy Cruz Antonio Tomba
Javier Correa;Delantero centro;27;1,84;derecho;09/01/2015;CA Rosario Central;1000000;2017;Godoy Cruz Antonio Tomba
Maximiliano Sigales;Delantero centro;30;1,84;derecho;01/07/2016;CA Atenas de San Carlos;175000;2017;Godoy Cruz Antonio Tomba
Fernando Núñez;Delantero centro;24;1,83;derecho;01/07/2018;Club Deportivo Godoy Cruz Inferiores;-;2017;Godoy Cruz Antonio Tomba
Leonardo Burián;Portero;20;1,88;derecho;01/08/2017;Chiapas FC - 2017;500000;2018;Godoy Cruz Antonio Tomba
Roberto Ramírez;Portero;24;1,88;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;300000;2018;Godoy Cruz Antonio Tomba
Andrés Mehring;Portero;35;1,91;derecho;01/07/2018;CSA Guillermo Brown;250000;2018;Godoy Cruz Antonio Tomba
Ramiro Martínez;Portero;22;1,82;derecho;01/07/2017;CA Boca Juniors Inferiores;75000;2018;Godoy Cruz Antonio Tomba
Juan Bolado;Portero;25;1,82;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;25000;2018;Godoy Cruz Antonio Tomba
Tomás Cardona;Defensa central;28;1,85;izquierdo;17/01/2018;CA San Lorenzo de Almagro Inferiores;3000000;2018;Godoy Cruz Antonio Tomba
Diego Viera;Defensa central;21;1,85;derecho;05/01/2015;Club Cerro Porteño;1500000;2018;Godoy Cruz Antonio Tomba
Leonel Galeano;Defensa central;27;1,83;derecho;06/01/2015;Libre;600000;2018;Godoy Cruz Antonio Tomba
Cristian Báez;Defensa central;34;1,8;derecho;13/08/2017;Dorados de Sinaloa;500000;2018;Godoy Cruz Antonio Tomba
Sebastián Olivarez;Defensa central;34;1,8;derecho;01/07/2014;Club Deportivo Godoy Cruz Inferiores;400000;2018;Godoy Cruz Antonio Tomba
Brian Alférez;Defensa central;20;1,83;derecho;01/07/2018;Club Deportivo Godoy Cruz Inferiores;100000;2018;Godoy Cruz Antonio Tomba
Fabrizio Angileri;Lateral izquierdo;25;1,85;izquierdo;01/07/2015;Club Deportivo Godoy Cruz Inferiores;2500000;2018;Godoy Cruz Antonio Tomba
Facundo Cobos;Lateral izquierdo;27;1,78;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;350000;2018;Godoy Cruz Antonio Tomba
Luciano Lapetina;Lateral izquierdo;27;1,74;izquierdo;-;;-;2018;Godoy Cruz Antonio Tomba
Agustín Aleo;Lateral izquierdo;19;1,78;izquierdo;10/06/2019;Club Deportivo Godoy Cruz Inferiores;-;2018;Godoy Cruz Antonio Tomba
Luciano Abecasis;Lateral derecho;21;1,75;derecho;19/11/2015;Libre;2500000;2018;Godoy Cruz Antonio Tomba
Iván Ramírez;Lateral derecho;22;1,77;derecho;01/07/2018;Club Libertad Asunción;250000;2018;Godoy Cruz Antonio Tomba
Gastón Giménez;Pivote;21;1,88;izquierdo;03/02/2015;Club Atlético Tucumán;2000000;2018;Godoy Cruz Antonio Tomba
Juan Andrada;Pivote;27;1,83;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;1000000;2018;Godoy Cruz Antonio Tomba
Fabián Henríquez;Pivote;29;1,85;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;500000;2018;Godoy Cruz Antonio Tomba
Walter Serrano;Pivote;23;1,77;derecho;05/01/2017;Atlético de Rafaela;250000;2018;Godoy Cruz Antonio Tomba
Luis De Faría;Pivote;20;1,69;derecho;-;;200000;2018;Godoy Cruz Antonio Tomba
Luciano Pizarro;Pivote;23;1,84;derecho;12/01/2020;Club Deportivo Godoy Cruz Inferiores;50000;2018;Godoy Cruz Antonio Tomba
Pol Fernández;Mediocentro;27;1,76;derecho;01/07/2016;CA Boca Juniors;4000000;2018;Godoy Cruz Antonio Tomba
Jalil Elías;Mediocentro;37;1,75;derecho;01/01/2019;CA Newell's Old Boys;850000;2018;Godoy Cruz Antonio Tomba
Agustín Verdugo;Mediocentro;26;1,69;derecho;01/07/2017;Club Deportivo Godoy Cruz Inferiores;400000;2018;Godoy Cruz Antonio Tomba
Agustín Manzur;Mediocentro;20;1,69;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;-;2018;Godoy Cruz Antonio Tomba
Diego Sosa;Interior derecho;36;1,68;derecho;02/07/2018;Club Atlético Boca Unidos;200000;2018;Godoy Cruz Antonio Tomba
Valentín Burgoa;Mediocentro ofensivo;31;1,75;izquierdo;01/07/2019;Club Deportivo Godoy Cruz Inferiores;-;2018;Godoy Cruz Antonio Tomba
Victorio Ramis;Extremo izquierdo;21;1,81;derecho;02/08/2017;Libre;2750000;2018;Godoy Cruz Antonio Tomba
Felipe Rodríguez;Extremo izquierdo;20;1,8;izquierdo;16/07/2017;CA Boston River;400000;2018;Godoy Cruz Antonio Tomba
Leandro Lencinas;Extremo izquierdo;22;1,74;izquierdo;01/01/2018;Club Deportivo Godoy Cruz Inferiores;150000;2018;Godoy Cruz Antonio Tomba
Juan Garro;Extremo derecho;40;1,79;derecho;01/07/2011;Club Deportivo Godoy Cruz Inferiores;3500000;2018;Godoy Cruz Antonio Tomba
Ángel González;Extremo derecho;21;1,69;derecho;01/07/2015;Club Deportivo Godoy Cruz Inferiores;2500000;2018;Godoy Cruz Antonio Tomba
Diego Riolfo;Mediapunta;20;1,69;derecho;09/01/2018;Club Necaxa;700000;2018;Godoy Cruz Antonio Tomba
Santiago García;Delantero centro;30;1,81;derecho;08/01/2016;CA River Plate Montevideo;6000000;2018;Godoy Cruz Antonio Tomba
Javier Correa;Delantero centro;25;1,84;derecho;09/01/2015;CA Rosario Central;4000000;2018;Godoy Cruz Antonio Tomba
Gabriel Ávalos;Delantero centro;19;1,9;derecho;01/07/2018;Nueva Chicago;200000;2018;Godoy Cruz Antonio Tomba
Lucas Agüero;Delantero centro;24;1,78;derecho;-;;-;2018;Godoy Cruz Antonio Tomba
Tomás Badaloni;Delantero centro;21;1,86;izquierdo;01/07/2019;Club Deportivo Godoy Cruz Inferiores;-;2018;Godoy Cruz Antonio Tomba
Roberto Ramírez;Portero;21;1,88;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;850000;2019;Godoy Cruz Antonio Tomba
Andrés Mehring;Portero;28;1,91;derecho;01/07/2018;CSA Guillermo Brown;150000;2019;Godoy Cruz Antonio Tomba
Juan Bolado;Portero;30;1,82;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;50000;2019;Godoy Cruz Antonio Tomba
Tomás Cardona;Defensa central;17;1,85;izquierdo;17/01/2018;CA San Lorenzo de Almagro Inferiores;4000000;2019;Godoy Cruz Antonio Tomba
Diego Viera;Defensa central;22;1,85;derecho;05/01/2015;Club Cerro Porteño;2000000;2019;Godoy Cruz Antonio Tomba
Joaquín Varela;Defensa central;19;1,9;derecho;01/08/2018;CA Newell's Old Boys;400000;2019;Godoy Cruz Antonio Tomba
Miguel Jacquet;Defensa central;20;1,87;derecho;30/07/2019;Club Nacional Asunción;200000;2019;Godoy Cruz Antonio Tomba
Brian Alférez;Defensa central;24;1,83;derecho;01/07/2018;Club Deportivo Godoy Cruz Inferiores;100000;2019;Godoy Cruz Antonio Tomba
Agustín Heredia;Defensa central;23;1,92;derecho;04/02/2019;CA Boca Juniors Inferiores;100000;2019;Godoy Cruz Antonio Tomba
Marcos Rouzies;Defensa central;24;1,82;izquierdo;-;;-;2019;Godoy Cruz Antonio Tomba
Facundo Rodríguez;Defensa central;32;1,88;izquierdo;-;;-;2019;Godoy Cruz Antonio Tomba
Agustín Álvarez;Defensa central;28;-;;10/06/2019;Club Deportivo Godoy Cruz Inferiores;-;2019;Godoy Cruz Antonio Tomba
Fabrizio Angileri;Lateral izquierdo;18;1,85;izquierdo;01/07/2015;Club Deportivo Godoy Cruz Inferiores;3750000;2019;Godoy Cruz Antonio Tomba
Facundo Cobos;Lateral izquierdo;37;1,78;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;250000;2019;Godoy Cruz Antonio Tomba
Agustín Aleo;Lateral izquierdo;22;1,78;izquierdo;10/06/2019;Club Deportivo Godoy Cruz Inferiores;50000;2019;Godoy Cruz Antonio Tomba
Luciano Abecasis;Lateral derecho;35;1,75;derecho;19/11/2015;Libre;2750000;2019;Godoy Cruz Antonio Tomba
Iván Ramírez;Lateral derecho;21;1,77;derecho;01/07/2018;Club Libertad Asunción;500000;2019;Godoy Cruz Antonio Tomba
Néstor Breitenbruch;Lateral derecho;31;1,78;derecho;01/07/2021;CSD Defensa y Justicia;300000;2019;Godoy Cruz Antonio Tomba
Nahuel Arena;Lateral derecho;26;1,83;derecho;18/01/2019;Libre60 mil €;75000;2019;Godoy Cruz Antonio Tomba
Juan Andrada;Pivote;28;1,83;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;1000000;2019;Godoy Cruz Antonio Tomba
Fabián Henríquez;Pivote;20;1,85;izquierdo;01/07/2016;Club Deportivo Godoy Cruz Inferiores;750000;2019;Godoy Cruz Antonio Tomba
Hernán Bernardello;Pivote;24;1,74;derecho;31/01/2019;CA Newell's Old Boys;300000;2019;Godoy Cruz Antonio Tomba
Luciano Pizarro;Pivote;23;1,84;derecho;12/01/2020;Club Deportivo Godoy Cruz Inferiores;100000;2019;Godoy Cruz Antonio Tomba
Kevin Gutiérrez;Pivote;31;1,68;derecho;30/01/2019;Racing Club;75000;2019;Godoy Cruz Antonio Tomba
Jalil Elías;Mediocentro;30;1,75;derecho;01/01/2019;CA Newell's Old Boys;2000000;2019;Godoy Cruz Antonio Tomba
Agustín Verdugo;Mediocentro;30;1,69;derecho;01/07/2017;Club Deportivo Godoy Cruz Inferiores;600000;2019;Godoy Cruz Antonio Tomba
Agustín Manzur;Mediocentro;21;1,69;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;250000;2019;Godoy Cruz Antonio Tomba
Facundo Barboza;Mediocentro;28;1,71;derecho;29/01/2019;Argentinos Juniors;200000;2019;Godoy Cruz Antonio Tomba
Iván Smith;Mediocentro;20;1,72;derecho;-;;-;2019;Godoy Cruz Antonio Tomba
Franco González;Mediocentro;22;-;;-;;-;2019;Godoy Cruz Antonio Tomba
Diego Sosa;Interior derecho;26;1,68;derecho;02/07/2018;Club Atlético Boca Unidos;450000;2019;Godoy Cruz Antonio Tomba
Daniel González;Interior izquierdo;21;1,82;izquierdo;01/07/2014;Club Deportivo Godoy Cruz Inferiores;450000;2019;Godoy Cruz Antonio Tomba
Gabriel Alanís;Interior izquierdo;24;1,86;izquierdo;01/07/2019;Club Atlético Belgrano;200000;2019;Godoy Cruz Antonio Tomba
Richard Prieto;Interior izquierdo;38;1,79;izquierdo;31/01/2019;Club General Díaz de Luque;200000;2019;Godoy Cruz Antonio Tomba
Valentín Burgoa;Mediocentro ofensivo;37;1,75;izquierdo;01/07/2019;Club Deportivo Godoy Cruz Inferiores;1000000;2019;Godoy Cruz Antonio Tomba
Gabriel Carabajal;Mediocentro ofensivo;27;1,78;derecho;05/08/2016;Libre;500000;2019;Godoy Cruz Antonio Tomba
Ezequiel Bullaude;Mediocentro ofensivo;32;1,84;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;75000;2019;Godoy Cruz Antonio Tomba
Victorio Ramis;Extremo izquierdo;22;1,81;derecho;02/08/2017;Libre;2000000;2019;Godoy Cruz Antonio Tomba
Juan Brunetta;Extremo izquierdo;22;1,78;derecho;01/07/2019;Club Atlético Belgrano;1750000;2019;Godoy Cruz Antonio Tomba
Osmar Leguizamón;Extremo izquierdo;23;1,7;ambidiestro;08/08/2018;Club Olimpia Asunción;400000;2019;Godoy Cruz Antonio Tomba
Leandro Lencinas;Extremo izquierdo;21;1,74;izquierdo;01/01/2018;Club Deportivo Godoy Cruz Inferiores;250000;2019;Godoy Cruz Antonio Tomba
Ángel González;Extremo derecho;26;1,69;derecho;01/07/2015;Club Deportivo Godoy Cruz Inferiores;4500000;2019;Godoy Cruz Antonio Tomba
Leandro Vella;Extremo derecho;31;1,76;derecho;01/07/2019;Instituto AC Córdoba;125000;2019;Godoy Cruz Antonio Tomba
Santiago García;Delantero centro;20;1,81;derecho;08/01/2016;CA River Plate Montevideo;5500000;2019;Godoy Cruz Antonio Tomba
Juan Martín Lucero;Delantero centro;20;1,82;derecho;31/01/2019;Club Tijuana;1800000;2019;Godoy Cruz Antonio Tomba
Sebastián Lomónaco;Delantero centro;25;1,73;derecho;01/07/2019;Arsenal Fútbol Club;750000;2019;Godoy Cruz Antonio Tomba
Gabriel Ávalos;Delantero centro;22;1,9;derecho;01/07/2018;Nueva Chicago;350000;2019;Godoy Cruz Antonio Tomba
Fernando Núñez;Delantero centro;21;1,83;derecho;01/07/2018;Club Deportivo Godoy Cruz Inferiores;225000;2019;Godoy Cruz Antonio Tomba
Miguel Merentiel;Delantero centro;18;1,76;derecho;28/01/2019;CA Peñarol;200000;2019;Godoy Cruz Antonio Tomba
Tomás Badaloni;Delantero centro;22;1,86;izquierdo;01/07/2019;Club Deportivo Godoy Cruz Inferiores;-;2019;Godoy Cruz Antonio Tomba
Marcelo Freites;Delantero centro;24;1,8;derecho;-;;-;2019;Godoy Cruz Antonio Tomba
Pablo Peña;Defensa;20;-;;-;;-;2020;Godoy Cruz Antonio Tomba
Rodrigo Rey;Portero;27;1,9;derecho;19/01/2020;PAOK de Salónica FC;1200000;2020;Godoy Cruz Antonio Tomba
Roberto Ramírez;Portero;23;1,88;derecho;01/07/2016;Club Deportivo Godoy Cruz Inferiores;600000;2020;Godoy Cruz Antonio Tomba
Andrés Mehring;Portero;19;1,91;derecho;01/07/2018;CSA Guillermo Brown;300000;2020;Godoy Cruz Antonio Tomba
Juan Bolado;Portero;30;1,82;derecho;10/06/2019;Club Deportivo Godoy Cruz Inferiores;250000;2020;Godoy Cruz Antonio Tomba
Nelson Ibáñez;Portero;23;1,85;derecho;17/08/2020;CA Newell's Old Boys;100000;2020;Godoy Cruz Antonio Tomba
Juan Espínola;Portero;25;1,85;derecho;26/01/2021;Club Nacional Asunción;-;2020;Godoy Cruz Antonio Tomba
Tomás Cardona;Defensa central;21;1,85;izquierdo;17/01/2018;CA San Lorenzo de Almagro Inferiores;3000000;2020;Godoy Cruz Antonio Tomba
Guillermo Ortiz;Defensa central;22;1,83;derecho;01/07/2021;Club Atlético Tucumán;2000000;2020;Godoy Cruz Antonio Tomba
Gianluca Ferrari;Defensa central;32;1,84;derecho;10/02/2021;CA San Lorenzo de Almagro;2000000;2020;Godoy Cruz Antonio Tomba
Nicolás Sánchez;Defensa central;19;1,85;derecho;22/08/2021;CF Monterrey;1200000;2020;Godoy Cruz Antonio Tomba
Marcelo Herrera;Defensa central;23;1,85;derecho;13/01/2020;Club Atlético Lanús;800000;2020;Godoy Cruz Antonio Tomba
Gonzalo Goñi;Defensa central;38;1,84;derecho;15/08/2020;CA Boca Juniors Inferiores;525000;2020;Godoy Cruz Antonio Tomba
Mauro dos Santos;Defensa central;33;1,88;derecho;01/03/2021;CD Tenerife;475000;2020;Godoy Cruz Antonio Tomba
Joaquín Varela;Defensa central;22;1,9;derecho;01/08/2018;CA Newell's Old Boys;475000;2020;Godoy Cruz Antonio Tomba
